,S_Number,District Name,Market Name,Commodity,Variety,Grade,Min Price(Rs./Quintal),Max Price(Rs./Quintal),Modal Price(Rs./Quintal),Price Date
1805,1738,Agra,Samsabad,Potato,Local,FAQ,1100,1300,1200,2020-04-14
1806,1739,Agra,Samsabad,Potato,Local,FAQ,1100,1300,1200,2020-04-13
1807,1740,Agra,Samsabad,Potato,Local,FAQ,1100,1300,1200,2020-04-12
1808,1741,Agra,Samsabad,Potato,Local,FAQ,1100,1300,1200,2020-04-11
1809,1742,Agra,Samsabad,Potato,Local,FAQ,1100,1300,1200,2020-04-10
1810,1743,Agra,Samsabad,Potato,Local,FAQ,1100,1300,1200,2020-04-09
1811,1744,Agra,Samsabad,Potato,Local,FAQ,1100,1300,1200,2020-04-08
1812,1745,Agra,Samsabad,Potato,Local,FAQ,1000,1300,1200,2020-04-07
1813,1746,Agra,Samsabad,Potato,Local,FAQ,1100,1300,1200,2020-04-06
1814,1747,Agra,Samsabad,Potato,Local,FAQ,1000,1300,1200,2020-04-05
1815,1748,Agra,Samsabad,Potato,Local,FAQ,1100,1300,1200,2020-04-04
1816,1749,Agra,Samsabad,Potato,Local,FAQ,1000,1300,1200,2020-04-03
1817,1750,Agra,Samsabad,Potato,Local,FAQ,1000,1300,1200,2020-04-02
1820,1751,Agra,Samsabad,Potato,Local,FAQ,900,1100,1000,2020-04-01
1821,1752,Agra,Samsabad,Potato,Local,FAQ,1150,1250,1200,2020-03-31
1822,1753,Agra,Samsabad,Potato,Local,FAQ,900,1100,1000,2020-03-30
1823,1754,Agra,Samsabad,Potato,Local,FAQ,900,1200,1000,2020-03-29
1824,1755,Agra,Samsabad,Potato,Local,FAQ,900,1200,1000,2020-03-28
1825,1756,Agra,Samsabad,Potato,Local,FAQ,800,1200,1000,2020-03-26
1826,1757,Agra,Samsabad,Potato,Local,FAQ,800,1200,1000,2020-03-25
1827,1758,Agra,Samsabad,Potato,Local,FAQ,900,1100,1000,2020-03-20
1828,1759,Agra,Samsabad,Potato,Local,FAQ,900,1100,1000,2020-03-19
1829,1760,Agra,Samsabad,Potato,Local,FAQ,900,1000,1000,2020-03-18
1830,1761,Agra,Samsabad,Potato,Local,FAQ,900,1100,1000,2020-03-17
1831,1762,Agra,Samsabad,Potato,Local,FAQ,900,1100,1000,2020-03-16
1832,1763,Agra,Samsabad,Potato,Local,FAQ,900,1100,1000,2020-03-15
1833,1764,Agra,Samsabad,Potato,Local,FAQ,900,1100,1000,2020-03-14
1834,1765,Agra,Samsabad,Potato,Local,FAQ,900,1100,1000,2020-03-13
1835,1766,Agra,Samsabad,Potato,Local,FAQ,900,1100,1000,2020-03-12
1836,1767,Agra,Samsabad,Potato,Local,FAQ,900,1100,1000,2020-03-11
1837,1768,Agra,Samsabad,Potato,Local,FAQ,900,1100,1000,2020-03-09
1838,1769,Agra,Samsabad,Potato,Local,FAQ,900,1100,1000,2020-03-08
1839,1770,Agra,Samsabad,Potato,Local,FAQ,900,1100,1000,2020-03-07
1840,1771,Agra,Samsabad,Potato,Local,FAQ,900,1100,1000,2020-03-05
1841,1772,Agra,Samsabad,Potato,Local,FAQ,900,1100,1000,2020-03-04
1842,1773,Agra,Samsabad,Potato,Local,FAQ,900,1100,1000,2020-03-03
1843,1774,Agra,Samsabad,Potato,Local,FAQ,900,1100,1000,2020-03-02
1844,1775,Agra,Samsabad,Potato,Local,FAQ,900,1100,1000,2020-03-01
1845,1776,Agra,Samsabad,Potato,Local,FAQ,800,1000,900,2020-02-29
1846,1777,Agra,Samsabad,Potato,Local,FAQ,800,1000,900,2020-02-28
1847,1778,Agra,Samsabad,Potato,Local,FAQ,800,1000,900,2020-02-27
1848,1779,Agra,Samsabad,Potato,Local,FAQ,800,1000,900,2020-02-26
1849,1780,Agra,Samsabad,Potato,Local,FAQ,800,1000,900,2020-02-25
1850,1781,Agra,Samsabad,Potato,Local,FAQ,800,1000,900,2020-02-24
1851,1782,Agra,Samsabad,Potato,Local,FAQ,800,1000,900,2020-02-23
1852,1783,Agra,Samsabad,Potato,Local,FAQ,800,1000,900,2020-02-22
1853,1784,Agra,Samsabad,Potato,Local,FAQ,800,1000,900,2020-02-20
1854,1785,Agra,Samsabad,Potato,Local,FAQ,800,1000,900,2020-02-19
1855,1786,Agra,Samsabad,Potato,Local,FAQ,850,1000,900,2020-02-18
1856,1787,Agra,Samsabad,Potato,Local,FAQ,750,900,800,2020-02-17
1857,1788,Agra,Samsabad,Potato,Local,FAQ,750,900,800,2020-02-16
1858,1789,Agra,Samsabad,Potato,Local,FAQ,750,900,800,2020-02-15
1859,1790,Agra,Samsabad,Potato,Local,FAQ,750,900,800,2020-02-12
1860,1791,Agra,Samsabad,Potato,Local,FAQ,750,900,800,2020-02-11
1861,1792,Agra,Samsabad,Potato,Local,FAQ,700,900,800,2020-02-10
1862,1793,Agra,Samsabad,Potato,Local,FAQ,700,900,800,2020-02-09
1863,1794,Agra,Samsabad,Potato,Local,FAQ,700,900,800,2020-02-08
1864,1795,Agra,Samsabad,Potato,Local,FAQ,700,900,800,2020-02-07
1865,1796,Agra,Samsabad,Potato,Local,FAQ,700,900,800,2020-02-06
1866,1797,Agra,Samsabad,Potato,Local,FAQ,700,900,800,2020-02-05
1867,1798,Agra,Samsabad,Potato,Local,FAQ,700,900,800,2020-02-04
1868,1799,Agra,Samsabad,Potato,Local,FAQ,700,900,800,2020-02-03
1869,1800,Agra,Samsabad,Potato,Local,FAQ,700,850,800,2020-02-02
1872,1801,Agra,Samsabad,Potato,Local,FAQ,700,850,800,2020-02-01
1873,1802,Agra,Samsabad,Potato,Local,FAQ,1000,1200,1100,2020-01-30
1874,1803,Agra,Samsabad,Potato,Local,FAQ,1000,1200,1100,2020-01-29
1875,1804,Agra,Samsabad,Potato,Local,FAQ,1000,1200,1100,2020-01-28
1876,1805,Agra,Samsabad,Potato,Local,FAQ,1000,1200,1100,2020-01-27
1877,1806,Agra,Samsabad,Potato,Local,FAQ,1000,1200,1100,2020-01-26
1878,1807,Agra,Samsabad,Potato,Local,FAQ,1000,1200,1100,2020-01-25
1879,1808,Agra,Samsabad,Potato,Local,FAQ,1000,1200,1100,2020-01-23
1880,1809,Agra,Samsabad,Potato,Local,FAQ,1000,1200,1100,2020-01-22
1881,1810,Agra,Samsabad,Potato,Local,FAQ,1000,1200,1100,2020-01-21
1882,1811,Agra,Samsabad,Potato,Local,FAQ,1000,1200,1100,2020-01-20
1883,1812,Agra,Samsabad,Potato,Local,FAQ,1000,1200,1100,2020-01-19
1884,1813,Agra,Samsabad,Potato,Local,FAQ,1000,1200,1100,2020-01-18
1885,1814,Agra,Samsabad,Potato,Local,FAQ,1000,1200,1100,2020-01-16
1886,1815,Agra,Samsabad,Potato,Local,FAQ,1000,1200,1100,2020-01-15
1887,1816,Agra,Samsabad,Potato,Local,FAQ,1000,1200,1100,2020-01-14
1888,1817,Agra,Samsabad,Potato,Local,FAQ,1000,1200,1100,2020-01-13
1889,1818,Agra,Samsabad,Potato,Local,FAQ,1000,1200,1100,2020-01-12
1890,1819,Agra,Samsabad,Potato,Local,FAQ,1000,1200,1100,2020-01-11
1891,1820,Agra,Samsabad,Potato,Local,FAQ,1000,1200,1100,2020-01-09
1892,1821,Agra,Samsabad,Potato,Local,FAQ,1000,1200,1100,2020-01-08
1893,1822,Agra,Samsabad,Potato,Local,FAQ,1000,1300,1100,2020-01-07
1894,1823,Agra,Samsabad,Potato,Local,FAQ,1000,1200,1100,2020-01-06
1895,1824,Agra,Samsabad,Potato,Local,FAQ,1000,1200,1100,2020-01-05
1896,1825,Agra,Samsabad,Potato,Local,FAQ,1100,1300,1200,2020-01-04
1897,1826,Agra,Samsabad,Potato,Local,FAQ,1100,1300,1200,2020-01-02
1898,1827,Agra,Samsabad,Potato,Local,FAQ,1100,1300,1200,2020-01-01
