,S_Number,District Name,Market Name,Commodity,Variety,Grade,Min Price(Rs./Quintal),Max Price(Rs./Quintal),Modal Price(Rs./Quintal),Price Date
1156,1113,Agra,Fatehpur Sikri,Potato,Local,FAQ,0,0,1010,2020-02-07
1157,1114,Agra,Fatehpur Sikri,Potato,Local,FAQ,0,0,1040,2020-02-06
1158,1115,Agra,Fatehpur Sikri,Potato,Local,FAQ,0,0,1025,2020-02-05
1159,1116,Agra,Fatehpur Sikri,Potato,Local,FAQ,1060,1240,1145,2020-02-03
1160,1117,Agra,Fatehpur Sikri,Potato,Local,FAQ,1100,1250,1175,2020-02-01
1161,1118,Agra,Fatehpur Sikri,Potato,Local,FAQ,1100,1260,1190,2020-01-30
1162,1119,Agra,Fatehpur Sikri,Potato,Local,FAQ,1100,1250,1170,2020-01-29
1163,1120,Agra,Fatehpur Sikri,Potato,Local,FAQ,1140,1300,1210,2020-01-28
1164,1121,Agra,Fatehpur Sikri,Potato,Local,FAQ,1150,1320,1200,2020-01-27
1165,1122,Agra,Fatehpur Sikri,Potato,Local,FAQ,1160,1300,1230,2020-01-25
1166,1123,Agra,Fatehpur Sikri,Potato,Local,FAQ,1160,1320,1250,2020-01-24
1167,1124,Agra,Fatehpur Sikri,Potato,Local,FAQ,0,0,1265,2020-01-22
1168,1125,Agra,Fatehpur Sikri,Potato,Local,FAQ,0,0,1250,2020-01-21
1169,1126,Agra,Fatehpur Sikri,Potato,Local,FAQ,1150,1350,1230,2020-01-20
1170,1127,Agra,Fatehpur Sikri,Potato,Local,FAQ,1180,1340,1265,2020-01-18
1171,1128,Agra,Fatehpur Sikri,Potato,Local,FAQ,1200,1340,1250,2020-01-17
1172,1129,Agra,Fatehpur Sikri,Potato,Local,FAQ,1200,1340,1260,2020-01-15
1173,1130,Agra,Fatehpur Sikri,Potato,Local,FAQ,0,0,1285,2020-01-14
1174,1131,Agra,Fatehpur Sikri,Potato,Local,FAQ,1220,1400,1310,2020-01-13
1175,1132,Agra,Fatehpur Sikri,Potato,Local,FAQ,0,0,1300,2020-01-11
1176,1133,Agra,Fatehpur Sikri,Potato,Local,FAQ,1250,1400,1325,2020-01-10
1177,1134,Agra,Fatehpur Sikri,Potato,Local,FAQ,1240,1400,1305,2020-01-09
1178,1135,Agra,Fatehpur Sikri,Potato,Local,FAQ,1260,1420,1340,2020-01-07
1179,1136,Agra,Fatehpur Sikri,Potato,Local,FAQ,1300,1500,1385,2020-01-06
1180,1137,Agra,Fatehpur Sikri,Potato,Local,FAQ,1370,1500,1435,2020-01-03
1181,1138,Agra,Fatehpur Sikri,Potato,Local,FAQ,1360,1500,1420,2020-01-02
1182,1139,Agra,Fatehpur Sikri,Potato,Local,FAQ,1400,1520,1455,2020-01-01
1183,1140,Agra,Jagnair,Potato,Desi,FAQ,750,850,800,2020-12-31
1184,1141,Agra,Jagnair,Potato,Desi,FAQ,800,900,850,2020-12-30
1185,1142,Agra,Jagnair,Potato,Desi,FAQ,800,860,830,2020-12-29
1186,1143,Agra,Jagnair,Potato,Desi,FAQ,800,900,850,2020-12-28
1187,1144,Agra,Jagnair,Potato,Desi,FAQ,800,900,850,2020-12-27
1188,1145,Agra,Jagnair,Potato,Desi,FAQ,800,900,850,2020-12-26
1189,1146,Agra,Jagnair,Potato,Desi,FAQ,800,900,850,2020-12-25
1190,1147,Agra,Jagnair,Potato,Desi,FAQ,800,900,850,2020-12-24
1191,1148,Agra,Jagnair,Potato,Desi,FAQ,650,750,700,2020-12-23
1192,1149,Agra,Jagnair,Potato,Desi,FAQ,650,750,700,2020-12-22
1193,1150,Agra,Jagnair,Potato,Desi,FAQ,600,800,700,2020-12-21
1196,1151,Agra,Jagnair,Potato,Desi,FAQ,1200,1300,1250,2020-12-20
1197,1152,Agra,Jagnair,Potato,Desi,FAQ,1250,1350,1300,2020-12-19
1198,1153,Agra,Jagnair,Potato,Desi,FAQ,1350,1450,1400,2020-12-18
1199,1154,Agra,Jagnair,Potato,Desi,FAQ,1300,1400,1350,2020-12-17
1200,1155,Agra,Jagnair,Potato,Desi,FAQ,1600,1700,1650,2020-12-16
1201,1156,Agra,Jagnair,Potato,Desi,FAQ,1600,1800,1700,2020-12-15
1202,1157,Agra,Jagnair,Potato,Desi,FAQ,1700,1900,1800,2020-12-11
1203,1158,Agra,Jagnair,Potato,Desi,FAQ,1800,2000,1900,2020-12-08
1204,1159,Agra,Jagnair,Potato,Desi,FAQ,1850,2050,1950,2020-12-07
1205,1160,Agra,Jagnair,Potato,Desi,FAQ,1800,2000,1900,2020-12-06
1206,1161,Agra,Jagnair,Potato,Desi,FAQ,1800,2000,1900,2020-12-05
1207,1162,Agra,Jagnair,Potato,Desi,FAQ,1700,1900,1800,2020-12-04
1208,1163,Agra,Jagnair,Potato,Desi,FAQ,1800,2000,1900,2020-12-03
1209,1164,Agra,Jagnair,Potato,Desi,FAQ,2300,2400,2350,2020-12-02
1210,1165,Agra,Jagnair,Potato,Desi,FAQ,2200,2400,2300,2020-12-01
1211,1166,Agra,Jagnair,Potato,Desi,FAQ,2600,2700,2650,2020-11-30
1212,1167,Agra,Jagnair,Potato,Desi,FAQ,2500,2700,2600,2020-11-28
1213,1168,Agra,Jagnair,Potato,Desi,FAQ,2500,2700,2600,2020-11-27
1214,1169,Agra,Jagnair,Potato,Desi,FAQ,2500,2700,2600,2020-11-26
1215,1170,Agra,Jagnair,Potato,Desi,FAQ,3000,3200,3100,2020-11-25
1216,1171,Agra,Jagnair,Potato,Desi,FAQ,2500,2700,2600,2020-11-24
1217,1172,Agra,Jagnair,Potato,Desi,FAQ,1500,1550,1525,2020-10-19
1218,1173,Agra,Jagnair,Potato,Desi,FAQ,1550,1650,1600,2020-10-18
1219,1174,Agra,Jagnair,Potato,Other,FAQ,1550,1650,1600,2020-10-17
1220,1175,Agra,Jagnair,Potato,Desi,FAQ,1500,1600,1550,2020-10-16
1221,1176,Agra,Jagnair,Potato,Desi,FAQ,1500,1600,1550,2020-10-07
1222,1177,Agra,Jagnair,Potato,Desi,FAQ,1500,1600,1550,2020-10-06
1223,1178,Agra,Jagnair,Potato,Desi,FAQ,1470,1530,1500,2020-10-05
1224,1179,Agra,Jagnair,Potato,Desi,FAQ,1450,1500,1475,2020-10-04
1225,1180,Agra,Jagnair,Potato,Desi,FAQ,900,1000,950,2020-08-31
1226,1181,Agra,Jagnair,Potato,Desi,FAQ,1300,1320,1310,2020-06-30
1227,1182,Agra,Jagnair,Potato,Desi,FAQ,1300,1330,1315,2020-06-29
1228,1183,Agra,Jagnair,Potato,Desi,FAQ,1300,1360,1330,2020-06-27
1229,1184,Agra,Jagnair,Potato,Desi,FAQ,1300,1360,1330,2020-06-26
1230,1185,Agra,Jagnair,Potato,Desi,FAQ,1300,1320,1310,2020-06-25
1231,1186,Agra,Jagnair,Potato,Desi,FAQ,1330,1350,1340,2020-06-24
1232,1187,Agra,Jagnair,Potato,Desi,FAQ,1300,1360,1330,2020-06-23
1233,1188,Agra,Jagnair,Potato,Desi,FAQ,1320,1360,1340,2020-06-22
1234,1189,Agra,Jagnair,Potato,Desi,FAQ,1250,1350,1300,2020-06-20
1235,1190,Agra,Jagnair,Potato,Desi,FAQ,1300,1380,1340,2020-06-19
1236,1191,Agra,Jagnair,Potato,Desi,FAQ,1320,1360,1340,2020-06-17
1237,1192,Agra,Jagnair,Potato,Desi,FAQ,1300,1360,1330,2020-06-16
1238,1193,Agra,Jagnair,Potato,Desi,FAQ,1300,1350,1325,2020-06-15
1239,1194,Agra,Jagnair,Potato,Desi,FAQ,1320,1360,1340,2020-06-12
1240,1195,Agra,Jagnair,Potato,Desi,FAQ,1200,1300,1250,2020-06-11
1241,1196,Agra,Jagnair,Potato,Desi,FAQ,1300,1340,1320,2020-06-10
1242,1197,Agra,Jagnair,Potato,Desi,FAQ,1280,1320,1300,2020-06-09
1243,1198,Agra,Jagnair,Potato,Desi,FAQ,1350,1400,1375,2020-06-08
1244,1199,Agra,Jagnair,Potato,Desi,FAQ,1320,1380,1350,2020-06-06
1245,1200,Agra,Jagnair,Potato,Desi,FAQ,1350,1400,1375,2020-06-05
1248,1201,Agra,Jagnair,Potato,Desi,FAQ,1310,1370,1340,2020-06-04
1249,1202,Agra,Jagnair,Potato,Desi,FAQ,1300,1340,1320,2020-06-03
1250,1203,Agra,Jagnair,Potato,Desi,FAQ,1300,1350,1325,2020-06-02
1251,1204,Agra,Jagnair,Potato,Desi,FAQ,1320,1360,1340,2020-06-01
1252,1205,Agra,Jagnair,Potato,Desi,FAQ,1380,1460,1420,2020-05-30
1253,1206,Agra,Jagnair,Potato,Desi,FAQ,1350,1450,1400,2020-05-29
1254,1207,Agra,Jagnair,Potato,Desi,FAQ,1400,1440,1420,2020-05-28
1255,1208,Agra,Jagnair,Potato,Desi,FAQ,1400,1440,1420,2020-05-26
1256,1209,Agra,Jagnair,Potato,Desi,FAQ,1400,1440,1420,2020-05-23
1257,1210,Agra,Jagnair,Potato,Desi,FAQ,1400,1450,1425,2020-05-22
1258,1211,Agra,Jagnair,Potato,Desi,FAQ,1400,1440,1420,2020-05-21
1259,1212,Agra,Jagnair,Potato,Desi,FAQ,1400,1500,1450,2020-05-19
1260,1213,Agra,Jagnair,Potato,Desi,FAQ,1400,1500,1450,2020-05-18
1261,1214,Agra,Jagnair,Potato,Desi,FAQ,1400,1440,1420,2020-05-15
1262,1215,Agra,Jagnair,Potato,Desi,FAQ,1400,1500,1450,2020-05-14
1263,1216,Agra,Jagnair,Potato,Desi,FAQ,1400,1500,1450,2020-05-13
1264,1217,Agra,Jagnair,Potato,Desi,FAQ,1400,1450,1425,2020-05-12
1265,1218,Agra,Jagnair,Potato,Desi,FAQ,1400,1450,1425,2020-05-11
1266,1219,Agra,Jagnair,Potato,Desi,FAQ,1400,1480,1440,2020-05-09
1267,1220,Agra,Jagnair,Potato,Desi,FAQ,1400,1500,1450,2020-05-08
1268,1221,Agra,Jagnair,Potato,Desi,FAQ,1400,1440,1420,2020-05-07
1269,1222,Agra,Jagnair,Potato,Desi,FAQ,1400,1500,1450,2020-05-06
1270,1223,Agra,Jagnair,Potato,Desi,FAQ,1350,1450,1400,2020-05-05
1271,1224,Agra,Jagnair,Potato,Desi,FAQ,1250,1350,1300,2020-05-02
1272,1225,Agra,Jagnair,Potato,Desi,FAQ,1350,1450,1400,2020-04-30
1273,1226,Agra,Jagnair,Potato,Desi,FAQ,1350,1450,1400,2020-04-29
1274,1227,Agra,Jagnair,Potato,Desi,FAQ,1350,1450,1400,2020-04-28
1275,1228,Agra,Jagnair,Potato,Desi,FAQ,1400,1440,1420,2020-04-27
1276,1229,Agra,Jagnair,Potato,Desi,FAQ,1400,1440,1420,2020-04-26
1277,1230,Agra,Jagnair,Potato,Desi,FAQ,950,1050,1000,2020-04-25
1278,1231,Agra,Jagnair,Potato,Desi,FAQ,1350,1450,1400,2020-04-24
1279,1232,Agra,Jagnair,Potato,Desi,FAQ,1350,1450,1400,2020-04-23
1280,1233,Agra,Jagnair,Potato,Desi,FAQ,1350,1450,1400,2020-04-22
1281,1234,Agra,Jagnair,Potato,Desi,FAQ,1400,1450,1425,2020-04-21
1282,1235,Agra,Jagnair,Potato,Desi,FAQ,1400,1500,1450,2020-04-20
1283,1236,Agra,Jagnair,Potato,Desi,FAQ,1400,1500,1450,2020-04-18
1284,1237,Agra,Jagnair,Potato,Desi,FAQ,1350,1450,1400,2020-04-17
1285,1238,Agra,Jagnair,Potato,Desi,FAQ,1350,1450,1400,2020-04-16
1286,1239,Agra,Jagnair,Potato,Desi,FAQ,1350,1450,1400,2020-04-15
1287,1240,Agra,Jagnair,Potato,Desi,FAQ,1350,1450,1400,2020-04-14
1288,1241,Agra,Jagnair,Potato,Desi,FAQ,1300,1400,1350,2020-04-12
1289,1242,Agra,Jagnair,Potato,Desi,FAQ,1350,1450,1400,2020-04-11
1290,1243,Agra,Jagnair,Potato,Desi,FAQ,1300,1400,1350,2020-04-10
1291,1244,Agra,Jagnair,Potato,Desi,FAQ,1350,1450,1400,2020-04-09
1292,1245,Agra,Jagnair,Potato,Desi,FAQ,1200,1400,1300,2020-04-08
1293,1246,Agra,Jagnair,Potato,Desi,FAQ,1350,1450,1400,2020-04-07
1294,1247,Agra,Jagnair,Potato,Desi,FAQ,1300,1400,1350,2020-04-06
1295,1248,Agra,Jagnair,Potato,Desi,FAQ,1350,1450,1400,2020-04-05
1296,1249,Agra,Jagnair,Potato,Desi,FAQ,1300,1400,1350,2020-04-04
1297,1250,Agra,Jagnair,Potato,Desi,FAQ,1200,1300,1250,2020-04-03
1300,1251,Agra,Jagnair,Potato,Desi,FAQ,1350,1450,1400,2020-04-02
1301,1252,Agra,Jagnair,Potato,Desi,FAQ,1100,1200,1150,2020-04-01
1302,1253,Agra,Jagnair,Potato,Desi,FAQ,1350,1450,1400,2020-03-31
1303,1254,Agra,Jagnair,Potato,Desi,FAQ,1100,1200,1150,2020-03-30
1304,1255,Agra,Jagnair,Potato,Desi,FAQ,1050,1150,1100,2020-03-29
1305,1256,Agra,Jagnair,Potato,Desi,FAQ,900,1000,950,2020-03-28
1306,1257,Agra,Jagnair,Potato,Desi,FAQ,950,1000,975,2020-03-27
1307,1258,Agra,Jagnair,Potato,Desi,FAQ,1000,1100,1050,2020-03-26
1308,1259,Agra,Jagnair,Potato,Desi,FAQ,1000,1100,1050,2020-03-25
1309,1260,Agra,Jagnair,Potato,Desi,FAQ,950,1050,1000,2020-03-21
1310,1261,Agra,Jagnair,Potato,Desi,FAQ,1000,1100,1050,2020-03-20
1311,1262,Agra,Jagnair,Potato,Desi,FAQ,1000,1060,1030,2020-03-19
1312,1263,Agra,Jagnair,Potato,Desi,FAQ,900,1000,950,2020-03-18
1313,1264,Agra,Jagnair,Potato,Desi,FAQ,850,950,900,2020-03-17
1314,1265,Agra,Jagnair,Potato,Desi,FAQ,800,900,850,2020-03-16
1315,1266,Agra,Jagnair,Potato,Desi,FAQ,850,950,900,2020-03-15
1316,1267,Agra,Jagnair,Potato,Desi,FAQ,900,1000,950,2020-03-13
1317,1268,Agra,Jagnair,Potato,Desi,FAQ,900,1000,950,2020-03-12
1318,1269,Agra,Jagnair,Potato,Desi,FAQ,900,1000,950,2020-03-11
1319,1270,Agra,Jagnair,Potato,Desi,FAQ,860,940,900,2020-03-09
1320,1271,Agra,Jagnair,Potato,Desi,FAQ,900,1000,950,2020-03-07
1321,1272,Agra,Jagnair,Potato,Desi,FAQ,900,1000,950,2020-03-06
1322,1273,Agra,Jagnair,Potato,Desi,FAQ,800,1000,900,2020-03-05
1323,1274,Agra,Jagnair,Potato,Desi,FAQ,900,1000,950,2020-03-04
1324,1275,Agra,Jagnair,Potato,Desi,FAQ,900,1000,950,2020-03-03
1325,1276,Agra,Jagnair,Potato,Desi,FAQ,850,950,900,2020-03-02
1326,1277,Agra,Jagnair,Potato,Desi,FAQ,900,1000,950,2020-02-29
1327,1278,Agra,Jagnair,Potato,Desi,FAQ,1000,1080,1040,2020-02-28
1328,1279,Agra,Jagnair,Potato,Desi,FAQ,1000,1100,1050,2020-02-27
1329,1280,Agra,Jagnair,Potato,Desi,FAQ,1000,1100,1050,2020-02-26
1330,1281,Agra,Jagnair,Potato,Desi,FAQ,1100,1180,1140,2020-02-22
1331,1282,Agra,Jagnair,Potato,Desi,FAQ,1100,1180,1140,2020-02-21
1332,1283,Agra,Jagnair,Potato,Desi,FAQ,1100,1180,1140,2020-02-20
1333,1284,Agra,Jagnair,Potato,Desi,FAQ,1100,1180,1140,2020-02-19
1334,1285,Agra,Jagnair,Potato,Desi,FAQ,1100,1200,1150,2020-02-18
1335,1286,Agra,Jagnair,Potato,Desi,FAQ,1100,1200,1150,2020-02-17
1336,1287,Agra,Jagnair,Potato,Desi,FAQ,1120,1200,1180,2020-02-15
1337,1288,Agra,Jagnair,Potato,Desi,FAQ,1100,1140,1120,2020-02-14
1338,1289,Agra,Jagnair,Potato,Desi,FAQ,1100,1200,1150,2020-02-13
1339,1290,Agra,Jagnair,Potato,Desi,FAQ,1050,1100,1075,2020-02-12
1340,1291,Agra,Jagnair,Potato,Desi,FAQ,950,1050,1000,2020-02-11
1341,1292,Agra,Jagnair,Potato,Desi,FAQ,900,1000,950,2020-02-10
1342,1293,Agra,Jagnair,Potato,Desi,FAQ,1000,1080,1040,2020-02-09
1343,1294,Agra,Jagnair,Potato,Desi,FAQ,1000,1080,1040,2020-02-08
1344,1295,Agra,Jagnair,Potato,Desi,FAQ,1100,1150,1125,2020-02-07
1345,1296,Agra,Jagnair,Potato,Desi,FAQ,1000,1080,1040,2020-02-06
1346,1297,Agra,Jagnair,Potato,Desi,FAQ,1000,1050,1025,2020-02-05
1347,1298,Agra,Jagnair,Potato,Desi,FAQ,1000,1100,1050,2020-02-04
1348,1299,Agra,Jagnair,Potato,Desi,FAQ,1000,1100,1050,2020-02-03
1349,1300,Agra,Jagnair,Potato,Desi,FAQ,1180,1260,1220,2020-02-01
1352,1301,Agra,Jagnair,Potato,Desi,FAQ,1200,1250,1225,2020-01-31
1353,1302,Agra,Jagnair,Potato,Desi,FAQ,1120,1200,1160,2020-01-30
1354,1303,Agra,Jagnair,Potato,Desi,FAQ,1150,1210,1180,2020-01-29
1355,1304,Agra,Jagnair,Potato,Desi,FAQ,1220,1280,1250,2020-01-28
1356,1305,Agra,Jagnair,Potato,Desi,FAQ,1200,1250,1225,2020-01-27
1357,1306,Agra,Jagnair,Potato,Desi,FAQ,1150,1250,1200,2020-01-25
1358,1307,Agra,Jagnair,Potato,Desi,FAQ,1180,1220,1200,2020-01-24
1359,1308,Agra,Jagnair,Potato,Desi,FAQ,1200,1300,1250,2020-01-23
1360,1309,Agra,Jagnair,Potato,Desi,FAQ,1200,1260,1230,2020-01-22
1361,1310,Agra,Jagnair,Potato,Desi,FAQ,1150,1250,1200,2020-01-21
1362,1311,Agra,Jagnair,Potato,Desi,FAQ,1200,1260,1230,2020-01-18
1363,1312,Agra,Jagnair,Potato,Desi,FAQ,1200,1240,1220,2020-01-17
1364,1313,Agra,Jagnair,Potato,Desi,FAQ,1200,1300,1250,2020-01-16
1365,1314,Agra,Jagnair,Potato,Desi,FAQ,1200,1260,1230,2020-01-15
1366,1315,Agra,Jagnair,Potato,Desi,FAQ,1180,1340,1260,2020-01-14
1367,1316,Agra,Jagnair,Potato,Desi,FAQ,1150,1250,1200,2020-01-13
1368,1317,Agra,Jagnair,Potato,Desi,FAQ,1200,1300,1250,2020-01-11
1369,1318,Agra,Jagnair,Potato,Desi,FAQ,1200,1300,1250,2020-01-10
1370,1319,Agra,Jagnair,Potato,Desi,FAQ,1220,1340,1280,2020-01-09
1371,1320,Agra,Jagnair,Potato,Desi,FAQ,1240,1320,1280,2020-01-08
1372,1321,Agra,Jagnair,Potato,Desi,FAQ,1200,1300,1250,2020-01-06
1373,1322,Agra,Jagnair,Potato,Desi,FAQ,1250,1350,1300,2020-01-05
1374,1323,Agra,Jagnair,Potato,Desi,FAQ,1220,1280,1250,2020-01-04
1375,1324,Agra,Jagnair,Potato,Desi,FAQ,1250,1300,1275,2020-01-03
1376,1325,Agra,Jagnair,Potato,Desi,FAQ,1200,1400,1300,2020-01-02
1377,1326,Agra,Jagnair,Potato,Desi,FAQ,1250,1350,1300,2020-01-01
1378,1327,Agra,Jarar,Potato,Desi,FAQ,2550,2750,2650,2020-10-30
1379,1328,Agra,Jarar,Potato,Desi,FAQ,1100,1200,1150,2020-06-30
1380,1329,Agra,Jarar,Potato,Desi,FAQ,1100,1200,1150,2020-06-29
1381,1330,Agra,Jarar,Potato,Desi,FAQ,1100,1200,1150,2020-06-27
1382,1331,Agra,Jarar,Potato,Desi,FAQ,1100,1200,1150,2020-06-26
1383,1332,Agra,Jarar,Potato,Desi,FAQ,1110,1200,1150,2020-06-25
1384,1333,Agra,Jarar,Potato,Desi,FAQ,1100,1200,1150,2020-06-24
1385,1334,Agra,Jarar,Potato,Desi,FAQ,1100,1200,1150,2020-06-22
1386,1335,Agra,Jarar,Potato,Desi,FAQ,1100,1200,1150,2020-06-20
1387,1336,Agra,Jarar,Potato,Desi,FAQ,1100,1190,1140,2020-06-19
1388,1337,Agra,Jarar,Potato,Desi,FAQ,1100,1200,1150,2020-06-18
1389,1338,Agra,Jarar,Potato,Desi,FAQ,1100,1200,1150,2020-06-17
1390,1339,Agra,Jarar,Potato,Desi,FAQ,1100,1200,1150,2020-06-16
1391,1340,Agra,Jarar,Potato,Desi,FAQ,1100,1200,1150,2020-06-15
1392,1341,Agra,Jarar,Potato,Desi,FAQ,1100,1200,1150,2020-06-13
1393,1342,Agra,Jarar,Potato,Desi,FAQ,1100,1200,1150,2020-06-12
1394,1343,Agra,Jarar,Potato,Desi,FAQ,1200,1250,1220,2020-06-11
1395,1344,Agra,Jarar,Potato,Desi,FAQ,1100,1200,1150,2020-06-10
1396,1345,Agra,Jarar,Potato,Desi,FAQ,1100,1200,1150,2020-06-08
1397,1346,Agra,Jarar,Potato,Desi,FAQ,1100,1200,1150,2020-06-07
1398,1347,Agra,Jarar,Potato,Desi,FAQ,1100,1200,1150,2020-06-05
1399,1348,Agra,Jarar,Potato,Desi,FAQ,1100,1200,1150,2020-06-04
1400,1349,Agra,Jarar,Potato,Desi,FAQ,1100,1200,1150,2020-06-03
1401,1350,Agra,Jarar,Potato,Desi,FAQ,1110,1200,1150,2020-06-02
1404,1351,Agra,Jarar,Potato,Desi,FAQ,1120,1200,1160,2020-06-01
1405,1352,Agra,Jarar,Potato,Desi,FAQ,1100,1200,1150,2020-05-31
1406,1353,Agra,Jarar,Potato,Desi,FAQ,1100,1200,1150,2020-05-29
1407,1354,Agra,Jarar,Potato,Desi,FAQ,1100,1200,1150,2020-05-27
1408,1355,Agra,Jarar,Potato,Desi,FAQ,1100,1200,1150,2020-05-26
1409,1356,Agra,Jarar,Potato,Desi,FAQ,1100,1200,1150,2020-05-25
1410,1357,Agra,Jarar,Potato,Desi,FAQ,1100,1200,1150,2020-05-24
1411,1358,Agra,Jarar,Potato,Desi,FAQ,1100,1200,1150,2020-05-22
1412,1359,Agra,Jarar,Potato,Desi,FAQ,1100,1200,1150,2020-05-20
1413,1360,Agra,Jarar,Potato,Desi,FAQ,1100,1200,1150,2020-05-19
1414,1361,Agra,Jarar,Potato,Desi,FAQ,1100,1200,1150,2020-05-18
1415,1362,Agra,Jarar,Potato,Desi,FAQ,1400,1450,1420,2020-05-17
1416,1363,Agra,Jarar,Potato,Desi,FAQ,1100,1200,1150,2020-05-15
1417,1364,Agra,Jarar,Potato,Desi,FAQ,1100,1200,1150,2020-05-14
1418,1365,Agra,Jarar,Potato,Desi,FAQ,1100,1300,1200,2020-05-13
1419,1366,Agra,Jarar,Potato,Desi,FAQ,1200,1400,1300,2020-05-12
1420,1367,Agra,Jarar,Potato,Desi,FAQ,1250,1350,1300,2020-05-11
1421,1368,Agra,Jarar,Potato,Desi,FAQ,1250,1350,1300,2020-05-10
1422,1369,Agra,Jarar,Potato,Desi,FAQ,1250,1350,1300,2020-05-08
1423,1370,Agra,Jarar,Potato,Desi,FAQ,1250,1350,1300,2020-05-07
1424,1371,Agra,Jarar,Potato,Desi,FAQ,1250,1350,1300,2020-05-06
1425,1372,Agra,Jarar,Potato,Desi,FAQ,1250,1350,1300,2020-05-05
1426,1373,Agra,Jarar,Potato,Desi,FAQ,1300,1400,1350,2020-05-04
1427,1374,Agra,Jarar,Potato,Desi,FAQ,1310,1400,1360,2020-05-03
1428,1375,Agra,Jarar,Potato,Desi,FAQ,1310,1400,1350,2020-05-01
1429,1376,Agra,Jarar,Potato,Desi,FAQ,1300,1400,1350,2020-04-30
1430,1377,Agra,Jarar,Potato,Desi,FAQ,1300,1400,1350,2020-04-29
1431,1378,Agra,Jarar,Potato,Desi,FAQ,1300,1400,1350,2020-04-28
1432,1379,Agra,Jarar,Potato,Desi,FAQ,1300,1400,1350,2020-04-27
1433,1380,Agra,Jarar,Potato,Desi,FAQ,1300,1400,1350,2020-04-26
1434,1381,Agra,Jarar,Potato,Desi,FAQ,1300,1400,1350,2020-04-24
1435,1382,Agra,Jarar,Potato,Desi,FAQ,1300,1400,1350,2020-04-23
1436,1383,Agra,Jarar,Potato,Desi,FAQ,1300,1400,1350,2020-04-22
1437,1384,Agra,Jarar,Potato,Desi,FAQ,1300,1400,1350,2020-04-21
1438,1385,Agra,Jarar,Potato,Desi,FAQ,1300,1400,1350,2020-04-20
1439,1386,Agra,Jarar,Potato,Desi,FAQ,1300,1400,1350,2020-04-19
1440,1387,Agra,Jarar,Potato,Desi,FAQ,1300,1400,1350,2020-04-17
1441,1388,Agra,Jarar,Potato,Desi,FAQ,1300,1400,1350,2020-04-16
1442,1389,Agra,Jarar,Potato,Desi,FAQ,1300,1400,1350,2020-04-15
1443,1390,Agra,Jarar,Potato,Desi,FAQ,1300,1400,1350,2020-04-14
1444,1391,Agra,Jarar,Potato,Desi,FAQ,900,1000,950,2020-04-13
1445,1392,Agra,Jarar,Potato,Desi,FAQ,820,920,870,2020-04-12
1446,1393,Agra,Jarar,Potato,Desi,FAQ,900,1000,950,2020-04-10
1447,1394,Agra,Jarar,Potato,Desi,FAQ,900,1000,950,2020-04-09
1448,1395,Agra,Jarar,Potato,Desi,FAQ,800,900,850,2020-04-08
1449,1396,Agra,Jarar,Potato,Desi,FAQ,810,910,860,2020-04-07
1450,1397,Agra,Jarar,Potato,Desi,FAQ,810,910,860,2020-04-06
1451,1398,Agra,Jarar,Potato,Desi,FAQ,800,900,850,2020-04-05
1452,1399,Agra,Jarar,Potato,Desi,FAQ,1100,1200,1150,2020-04-03
1453,1400,Agra,Jarar,Potato,Desi,FAQ,1100,1200,1150,2020-04-02
1456,1401,Agra,Jarar,Potato,Desi,FAQ,1150,1200,1180,2020-04-01
1457,1402,Agra,Jarar,Potato,Desi,FAQ,1100,1200,1150,2020-03-31
1458,1403,Agra,Jarar,Potato,Desi,FAQ,850,950,900,2020-03-30
1459,1404,Agra,Jarar,Potato,Desi,FAQ,850,950,900,2020-03-29
1460,1405,Agra,Jarar,Potato,Desi,FAQ,800,900,850,2020-03-20
1461,1406,Agra,Jarar,Potato,Desi,FAQ,800,900,850,2020-03-19
1462,1407,Agra,Jarar,Potato,Desi,FAQ,800,880,840,2020-03-18
1463,1408,Agra,Jarar,Potato,Desi,FAQ,800,900,850,2020-03-17
1464,1409,Agra,Jarar,Potato,Desi,FAQ,850,950,900,2020-03-16
1465,1410,Agra,Jarar,Potato,Desi,FAQ,850,950,900,2020-03-15
1466,1411,Agra,Jarar,Potato,Desi,FAQ,900,1000,950,2020-03-13
1467,1412,Agra,Jarar,Potato,Desi,FAQ,900,1000,950,2020-03-12
1468,1413,Agra,Jarar,Potato,Desi,FAQ,900,1000,950,2020-03-11
1469,1414,Agra,Jarar,Potato,Desi,FAQ,900,1000,950,2020-03-10
1470,1415,Agra,Jarar,Potato,Desi,FAQ,900,1000,950,2020-03-09
1471,1416,Agra,Jarar,Potato,Desi,FAQ,900,1000,950,2020-03-08
1472,1417,Agra,Jarar,Potato,Desi,FAQ,900,1000,950,2020-03-06
1473,1418,Agra,Jarar,Potato,Desi,FAQ,900,1000,950,2020-03-05
1474,1419,Agra,Jarar,Potato,Desi,FAQ,900,1000,950,2020-03-04
1475,1420,Agra,Jarar,Potato,Desi,FAQ,900,1000,950,2020-03-03
1476,1421,Agra,Jarar,Potato,Desi,FAQ,900,1000,950,2020-03-02
1477,1422,Agra,Jarar,Potato,Desi,FAQ,800,900,850,2020-03-01
1478,1423,Agra,Jarar,Potato,Desi,FAQ,700,780,740,2020-02-28
1479,1424,Agra,Jarar,Potato,Desi,FAQ,700,800,750,2020-02-27
1480,1425,Agra,Jarar,Potato,Desi,FAQ,700,780,740,2020-02-26
